id,item
221,i
221,e
221,c
221,d
222,b
222,d
222,e
222,f
222,g
223,h
223,e
223,c
223,d
224,i
224,e
224,b
225,b
225,d
225,e
225,h
226,c
226,d
226,i
226,g
227,d
227,e
227,c
227,a
228,a
228,b
228,g
228,h
229,d
229,g
229,h
229,i
229,a
230,f
230,h
230,i
230,b
231,b
231,d
231,i
231,a
232,d
232,e
232,f
232,g
232,c
233,d
233,c
233,g
233,i
233,a
234,a
234,b
234,d
235,e
235,d
235,a
236,e
236,g
236,h
236,i
236,a
237,c
237,e
237,i
238,g
238,h
238,i
238,a
239,b
239,c
239,d
239,e
239,h
240,h
240,g
240,a
240,f
241,d
241,e
241,g
241,i
241,a
242,c
242,g
242,i
242,a
243,e
243,g
243,h
244,b
244,d
244,e
244,f
244,c
245,a
245,e
245,f
245,i
246,b
246,h
246,i
246,a
247,a
247,b
247,g
247,i
248,b
248,c
248,a
248,f
248,d
249,d
249,f
249,h
249,c
250,c
250,e
250,g
250,h
250,i
251,g
251,b
252,e
252,h
252,c
253,g
253,a
253,c
253,e
254,e
254,h
254,i
254,a
255,c
255,h
255,i
255,d
256,e
256,g
256,h
256,i
256,c
257,a
257,b
257,h
257,c
258,d
258,f
258,i
258,b
259,h
259,b
259,a
259,i
260,b
260,d
260,i
260,f
261,h
261,f
261,e
261,g
262,i
262,h
262,b
263,c
263,e
264,e
264,f
264,i
264,c
264,h
265,h
265,f
265,a
266,a
266,h
266,i
266,c
267,h
267,g
267,f
267,d
268,d
268,c
268,f
269,a
269,g
269,i
270,h
270,g
270,c
270,b
270,f
271,b
271,h
271,i
271,e
272,h
272,g
272,e
272,f
273,f
273,e
273,c
273,d
274,d
274,e
274,i
274,g
275,g
275,f
275,b
275,i
276,a
276,b
276,f
276,c
277,e
277,g
277,h
277,b
278,f
278,g
278,i
278,a
279,f
279,g
279,e
280,g
280,f
280,b
280,a
280,e
281,i
281,e
281,g
281,h
282,g
282,f
282,a
282,h
282,d
283,h
283,i
283,g
284,a
284,c
284,f
284,g
285,g
285,i
285,e
285,a
286,h
286,c
286,d
286,e
286,g
287,e
287,d
287,g
287,i
287,c
288,e
288,g
288,i
288,c
289,b
289,c
289,h
289,e
290,b
290,a
290,i
290,h
291,e
291,f
291,i
291,b
292,b
292,c
292,g
292,f
293,d
293,f
293,i
293,a
294,b
294,f
294,g
294,h
294,a
295,c
295,i
295,g
296,c
296,i
296,a
297,c
297,d
297,g
297,i
298,i
298,a
298,d
298,h
299,a
299,b
299,e
299,c
300,b
300,c
300,d
301,a
301,c
301,f
301,e
302,a
302,b
302,h
302,g
302,f
303,i
303,f
303,a
304,g
304,i
304,d
304,b
305,h
305,i
305,g
305,f
306,a
306,b
306,c
306,g
306,d
307,e
307,g
307,i
307,c
307,b
308,d
308,b
308,a
309,d
309,e
309,g
309,i
309,a
310,f
310,i
310,e
310,a
311,i
311,h
311,c
311,b
312,d
312,f
312,i
312,h
313,f
313,h
313,e
313,a
314,d
314,f
314,g
314,b
315,g
315,h
315,d
315,c
316,g
316,e
316,c
317,b
317,d
317,f
317,i
318,i
318,d
318,e
319,a
319,e
319,h
319,g
320,f
320,h
320,i
320,d
320,g
321,i
321,f
321,d
322,b
322,c
322,d
322,i
323,e
323,d
323,i
323,h
324,a
324,g
324,e
324,c
325,b
325,c
325,i
325,f
326,b
326,i
326,a
327,a
327,g
327,i
328,c
328,d
328,g
328,i
328,e
329,a
329,g
329,i
329,e
330,e
330,f
330,g
330,i
330,c
331,b
331,g
331,i
331,e
332,b
332,e
332,i
332,a
333,a
333,d
333,e
333,i
333,h
334,c
334,f
334,g
334,b
335,e
335,f
335,d
335,i
335,g
336,d
336,g
336,i
336,a
337,b
337,e
337,h
337,i
337,a
338,a
338,b
338,f
338,i
338,g
339,c
339,d
339,g
339,i
339,a
340,e
340,b
340,i
340,g
341,c
341,e
341,f
341,i
341,a
342,b
342,c
342,h
342,a
342,i
343,g
343,a
343,i
344,a
344,d
344,f
344,i
345,g
345,d
345,f
345,i
346,i
346,f
346,h
347,g
347,c
347,a
347,d
348,c
348,i
348,h
348,g
348,f
349,i
349,f
349,d
349,c
350,i
350,h
350,f
350,a
350,g
351,c
351,i
351,g
351,a
352,h
352,c
352,i
353,i
353,f
353,d
353,c
354,i
354,d
354,a
354,g
355,f
355,i
355,e
356,c
356,i
356,b
356,d
357,b
357,i
357,h
357,f
358,i
358,c
358,d
359,a
359,h
359,i
359,e
359,f
360,c
360,g
360,i
361,h
361,b
361,d
361,g
362,a
362,e
362,h
362,i
363,g
363,e
363,i
363,c
364,g
364,i
364,h
365,c
365,e
365,i
366,b
366,e
366,i
366,d
367,g
367,e
367,d
367,i
367,c
368,d
368,e
368,i
368,b
369,g
369,d
369,c
369,e
369,i
370,f
370,b
370,h
370,i
371,d
371,g
371,i
371,b
372,i
372,e
372,h
373,c
373,b
373,d
373,f
373,h
374,g
374,b
374,f
374,i
374,a
375,e
375,f
375,a
375,i
375,g
376,f
376,e
376,c
376,b
377,a
377,f
377,g
377,i
378,b
378,i
378,h
378,c
379,b
379,h
379,f
379,e
380,h
380,f
380,e
380,a
381,h
381,g
381,d
381,i
382,f
382,i
383,d
383,i
384,b
384,e
384,g
384,h
384,c
385,c
385,g
385,h
385,i
385,b
386,b
386,e
386,g
386,i
387,f
387,i
387,b
388,c
388,f
388,g
388,i
389,d
389,i
389,a
389,h
390,f
390,e
390,d
390,a
391,e
391,h
391,i
392,a
392,e
392,g
392,h
393,f
393,i
393,c
394,e
394,b
394,d
394,g
394,i
395,f
395,g
395,c
395,h
396,a
396,b
396,f
396,g
397,g
397,b
397,e
397,h
398,e
398,b
398,a
398,i
399,b
399,c
399,f
399,h
400,e
400,g
400,i
400,c
400,f
401,g
401,i
402,c
402,f
402,i
403,e
403,i
403,h
403,a
404,d
404,e
404,f
404,i
404,b
405,e
405,a
405,b
405,c
405,g
406,h
406,a
406,b
406,e
407,e
407,g
407,i
408,i
408,e
408,g
409,a
409,g
409,i
410,g
410,i
410,b
411,c
411,i
412,f
412,e
412,h
412,a
413,b
413,f
413,a
413,h
414,d
414,g
414,i
414,a
415,h
415,g
415,i
415,b
415,d
416,i
416,d
416,e
417,i
417,a
417,b
417,c
418,i
418,d
418,g
418,b
418,a
419,i
419,b
419,d
419,f
419,g
420,d
420,i
420,g
421,a
421,i
421,c
421,b
422,b
422,d
422,e
422,h
423,a
423,b
423,d
423,g
423,c
424,h
424,a
424,d
424,f
425,g
425,c
425,i
425,b
426,e
426,h
426,b
427,a
427,e
427,f
427,h
428,e
428,f
428,h
428,i
428,c
429,e
429,f
429,g
429,c
430,e
430,f
430,h
431,b
431,g
431,i
431,f
432,e
432,g
432,i
432,f
433,f
433,h
433,i
433,b
434,a
434,b
434,h
434,e
435,d
435,e
435,c
436,b
436,d
436,f
436,g
436,h
437,d
437,i
437,f
438,f
438,h
438,e
439,a
439,h
439,i
439,b
440,d
440,e
440,a
441,d
441,g
441,h
441,i
441,b
442,e
442,h
442,i
442,d
443,a
443,c
444,g
444,i
444,a
445,g
445,i
445,h
446,f
446,g
446,h
446,c
447,e
447,i
447,c
448,b
448,i
448,d
449,d
449,e
449,h
449,c
450,a
450,f
450,g
450,i
451,b
451,e
451,i
451,c
452,a
452,d
452,f
452,g
452,i
453,f
453,i
454,b
454,e
454,f
454,i
455,a
455,g
455,h
455,c
456,c
456,e
456,f
456,i
456,a
457,b
457,c
457,d
457,a
458,a
458,d
458,g
458,h
458,i
459,i
459,g
459,c
459,b
460,d
460,e
460,g
460,b
460,i
461,f
461,i
462,h
462,c
462,i
463,b
463,c
463,d
463,e
463,a
464,b
464,i
464,c
465,d
465,g
465,i
465,b
466,a
466,h
466,i
466,g
467,b
467,g
467,h
467,i
467,a
468,e
468,f
468,h
468,i
468,d
469,b
469,f
469,g
469,h
469,a
470,d
470,i
470,c
470,f
471,h
471,a
471,b
471,c
471,i
472,b
472,c
472,e
472,a
473,b
473,d
473,h
473,i
474,d
474,e
474,b
475,e
475,f
475,i
475,b
476,a
476,b
476,c
476,i
476,e
477,d
477,f
477,h
477,i
477,c
478,d
478,e
478,h
478,c
479,a
479,d
479,e
479,i
479,b
480,c
480,d
480,i
480,b
481,a
481,d
481,f
481,h
482,a
482,e
482,g
482,i
482,c
483,d
483,f
483,g
483,b
484,c
484,f
484,h
484,i
484,a
485,a
485,b
485,i
485,f
486,d
486,i
486,b
487,c
487,f
487,g
488,a
488,g
488,h
488,c
489,a
489,i
489,f
490,c
490,d
490,f
490,b
491,b
491,f
491,i
491,g
492,f
492,h
492,i
492,d
493,b
493,g
493,h
493,i
493,a
494,b
494,d
494,g
494,f
495,b
495,a
495,f
495,c
496,b
496,d
496,g
496,a
497,b
497,c
497,e
497,h
497,g
498,f
498,g
498,i
498,c
499,h
499,i
499,e
500,e
500,f
500,h
500,i
501,f
501,d
501,h
501,a
502,b
502,d
502,g
502,h
502,i
503,g
503,a
503,i
503,h
504,b
504,c
504,e
504,g
504,i
505,g
505,i
505,e
506,d
506,f
506,g
506,i
507,e
507,a
507,c
508,b
508,f
508,h
509,i
509,a
509,g
509,h
510,h
510,d
510,e
510,f
511,a
511,e
511,f
511,i
512,h
512,b
512,i
512,f
512,e
513,i
513,a
513,c
513,f
514,h
514,d
514,g
515,e
515,b
515,h
516,e
516,h
516,i
517,h
517,e
517,g
517,i
518,e
518,d
518,i
518,f
518,g
519,h
519,a
519,e
519,f
519,i
520,b
520,d
520,f
521,f
521,a
521,c
521,d
522,f
522,a
522,b
522,e
523,i
523,a
523,c
524,e
524,a
524,c
524,d
525,g
525,a
525,e
525,i
526,i
527,b
527,e
527,g
527,h
528,d
528,b
528,c
528,i
529,b
529,i
529,c
529,e
529,f
530,f
530,a
530,c
530,d
530,e
531,a
531,c
531,g
531,h
532,h
532,c
532,i
532,d
533,i
533,b
533,c
533,h
534,i
534,a
534,c
535,h
535,a
535,g
535,e
536,b
536,e
536,h
536,i
537,i
537,g
537,d
538,f
538,b
538,d
538,e
539,d
539,b
539,i
539,h
540,c
540,g
540,h
540,i
541,e
541,b
541,i
541,g
542,i
542,a
542,c
542,d
543,i
543,c
543,d
543,e
543,f
544,g
544,c
544,e
544,f
545,g
545,b
545,h
545,i
546,c
546,d
546,e
546,g
547,a
547,c
547,e
547,h
547,i
548,f
548,i
548,h
548,e
548,a
549,i
549,c
549,a
549,e
549,d
550,b
550,i
550,e
550,a
551,a
551,g
551,i
552,g
552,i
552,e
552,a
553,f
553,d
553,i
553,e
554,g
554,e
554,a
554,b
555,f
555,e
555,b
555,c
556,a
556,d
556,h
557,g
557,f
557,e
558,b
558,f
558,h
558,i
559,a
559,e
559,d
559,b
560,g
560,h
560,b
560,a
561,i
561,g
561,a
561,c
561,f
562,a
562,f
562,c
562,e
563,g
563,h
563,d
564,g
564,i
564,d
565,b
565,h
565,f
565,d
566,b
566,h
566,i
566,d
567,d
567,a
567,b
567,h
568,e
568,i
568,d
569,a
569,i
569,f
569,h
570,i
570,g
570,d
571,h
571,i
571,d
572,b
572,f
572,e
572,c
572,d
573,f
573,c
573,h
574,c
574,h
574,i
574,d
575,a
575,h
575,d
575,c
576,g
576,d
576,i
576,b
576,a
577,d
577,e
577,i
578,i
578,h
578,f
579,c
579,e
579,b
579,h
579,d
580,c
580,d
580,i
580,b
580,a
581,d
581,g
581,i
582,b
582,i
582,h
582,d
582,g
583,f
583,i
583,b
584,g
584,i
584,b
584,f
585,g
585,a
585,b
585,d
586,f
586,h
586,d
586,i
587,b
587,f
587,a
588,b
588,d
588,f
588,h
589,b
589,d
589,f
590,a
590,c
590,b
590,h
590,e
591,c
591,f
591,h
591,a
592,h
592,g
592,i
592,a
592,b
593,h
593,a
593,d
593,i
594,c
594,e
594,g
595,b
595,e
595,g
595,i
595,h
596,d
596,f
596,c
597,b
597,c
597,d
597,i
598,c
598,a
598,b
598,d
598,f
599,f
599,g
599,e
599,c
600,c
600,f
600,g
600,i
601,h
601,e
601,g
601,c
602,a
602,b
602,d
602,h
603,g
603,a
603,i
603,h
604,h
604,a
604,c
604,d
604,i
605,c
605,f
605,i
606,g
607,b
607,d
607,g
607,i
608,i
608,h
608,b
608,a
609,c
609,e
609,h
609,i
610,g
610,i
610,e
610,a
611,h
611,b
611,d
611,c
612,g
612,b
612,i
612,a
613,f
613,b
613,g
613,a
613,e
614,a
614,i
614,c
614,h
615,f
615,e
615,i
615,c
616,i
616,b
616,f
616,h
617,f
617,i
617,h
618,i
618,a
618,e
619,g
619,e
619,d
619,c
620,i
620,b
620,g
620,d
621,e
621,b
621,c
621,g
621,a
622,i
622,b
622,f
623,c
623,g
623,b
623,a
624,h
624,i
624,d
625,f
625,i
625,d
626,i
626,h
626,e
626,b
627,d
627,b
627,a
628,f
628,g
629,e
629,g
629,a
629,c
630,g
630,e
630,c
630,i
630,b
631,h
631,c
631,d
631,b
632,i
632,b
632,f
632,c
633,a
633,f
633,g
633,h
634,i
634,h
634,b
635,e
635,i
635,h
635,d
636,d
636,g
636,i
636,b
636,a
637,a
637,c
637,g
637,h
638,e
638,f
638,g
638,c
639,d
639,h
639,i
640,c
640,h
640,g
640,d
641,a
641,i
641,c
642,b
642,d
642,f
642,i
643,a
643,d
643,g
643,e
644,f
644,d
644,b
644,a
644,h
645,i
645,h
645,f
645,g
645,a
646,d
646,f
646,b
646,a
647,d
647,g
647,i
647,a
648,b
648,i
648,h
648,c
648,f
649,b
649,e
649,i
650,a
650,g
650,i
650,h
651,h
651,b
651,f
651,g
651,a
652,a
652,g
652,i
652,h
653,b
653,c
653,i
654,i
654,b
654,e
654,a
654,d
655,g
655,i
656,e
656,i
656,f
657,d
657,f
657,g
657,i
658,a
658,b
658,i
658,e
659,a
659,b
659,c
659,e
659,d
660,a
660,c
660,e
660,f
660,i
661,b
661,i
661,d
661,f
662,g
662,c
662,e
662,f
662,i
663,c
663,d
663,e
663,a
664,e
664,b
664,d
664,f
664,h
665,i
665,b
665,g
665,f
666,b
666,c
666,d
666,g
667,h
667,a
667,d
667,e
668,b
668,c
668,e
668,a
669,b
669,a
669,i
669,h
670,a
670,c
670,e
670,g
671,c
671,d
671,h
671,f
672,b
672,c
672,d
672,f
673,d
673,e
673,f
673,g
673,a
674,a
674,f
674,g
674,i
675,i
675,f
675,d
675,h
676,e
676,f
676,g
676,i
677,e
677,f
677,i
677,b
677,a
678,g
678,i
678,a
678,d
678,e
679,i
679,b
679,g
680,b
680,i
680,c
680,f
681,b
681,f
681,h
681,i
682,c
682,i
682,h
683,f
683,b
683,c
683,e
683,a
684,i
684,d
684,f
684,a
685,d
685,e
685,g
685,h
686,c
686,i
686,g
686,d
687,f
687,b
687,c
687,i
688,a
688,d
688,g
688,i
689,g
689,a
689,c
689,f
689,e
690,g
690,f
690,h
690,c
690,e
691,f
691,a
691,b
691,c
692,c
692,e
692,h
692,i
692,f
693,e
693,b
693,d
693,g
694,c
694,i
694,g
694,e
695,b
695,e
695,i
695,h
696,h
696,d
696,e
696,i
697,g
697,h
697,i
698,a
698,i
698,d
699,a
699,c
699,i
699,g
700,f
700,d
700,c
701,g
701,i
701,d
702,g
702,b
702,a
702,e
703,b
703,c
703,h
703,e
704,c
704,h
704,i
704,a
705,a
705,c
705,d
705,e
705,f
706,b
706,d
706,c
706,f
706,h
707,f
707,a
707,i
707,c
708,a
708,g
708,h
708,i
709,h
709,a
709,e
710,c
710,f
710,g
710,i
711,a
711,i
711,h
711,f
712,c
712,h
712,i
712,b
713,a
713,f
713,e
714,a
714,e
714,h
715,g
715,c
715,b
715,a
715,i
716,e
716,i
716,c
716,a
717,a
717,b
717,i
718,i
718,a
718,c
718,d
719,d
719,f
719,i
719,c
719,a
720,d
720,f
720,g
720,i
721,a
721,d
721,b
721,h
722,h
722,a
722,b
722,c
723,h
723,b
723,d
723,f
723,e
724,b
724,d
724,i
725,a
725,e
725,i
725,h
725,d
726,a
726,b
726,c
726,h
727,d
727,e
727,i
727,h
727,g
728,b
728,c
728,e
728,i
728,h
729,a
729,c
729,f
729,g
729,i
730,a
730,d
730,i
731,b
731,c
731,f
732,b
732,c
732,i
732,h
732,e
733,a
733,b
733,f
733,i
734,d
734,h
734,f
734,e
735,b
735,d
735,i
735,f
736,c
736,e
736,g
736,h
737,b
737,d
737,h
737,i
738,f
738,g
738,h
738,i
739,i
739,f
739,h
739,d
740,a
740,b
740,e
740,i
741,g
741,c
741,d
741,e
741,a
742,b
742,d
742,e
742,f
742,i
743,a
743,b
743,i
743,f
744,c
744,e
744,f
745,a
745,i
745,f
745,b
746,b
746,c
746,f
747,a
747,b
747,i
747,f
748,b
748,c
748,d
748,i
748,g
749,b
749,c
749,e
749,h
749,i
750,c
750,g
750,i
751,d
751,g
751,i
752,a
752,i
752,h
752,b
753,b
753,c
753,e
753,f
753,i
754,a
754,f
754,d
754,e
754,c
755,c
755,f
755,i
756,b
756,f
756,g
756,i
756,h
757,a
757,e
757,g
757,h
757,i
758,c
758,d
758,g
758,i
759,c
759,e
759,h
759,g
760,c
760,d
760,i
760,h
760,e
761,a
761,d
761,h
761,i
762,a
762,i
762,c
762,b
763,b
763,d
763,f
763,e
764,c
764,e
764,h
764,i
765,i
765,c
765,d
765,h
765,a
766,d
766,f
766,g
766,i
767,d
767,e
767,i
767,h
767,g
768,a
768,b
768,d
768,h
769,c
769,e
769,g
769,h
769,i
770,i
771,i
771,d
771,a
772,i
772,d
772,h
772,b
773,g
773,h
773,i
774,a
774,b
774,i
774,e
775,b
775,c
775,i
775,h
775,d
776,b
776,e
776,f
776,h
776,i
777,b
777,h
777,i
778,b
778,d
778,i
779,b
779,c
779,d
779,h
779,e
780,a
780,c
780,d
780,i
780,e
781,d
781,h
781,i
782,c
782,e
782,i
783,b
783,d
783,g
783,i
783,h
784,c
784,d
784,f
784,g
784,h
785,a
785,h
785,d
785,g
785,c
786,i
786,b
786,d
786,a
787,a
787,b
787,g
788,a
788,c
788,e
788,h
789,g
789,c
789,f
789,a
789,i
